rank,candidate_id,caller_symbol,source_module,source_file,source_line,callee_symbol,callsite_family,function_status,candidate_level_proof,ready_to_reopen_domain,source_patch_authorized,blocker_class
12,1b3534d34062,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,364,DEL_CDFS_Read,load-file-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
13,1b3534d34062,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,404,game_free,memory-allocation-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
14,1b3534d34062,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,407,LOAD_DrawEnable,load-file-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
15,1b3534d34062,S_PlayFMV,SPEC_PSX,SPEC_PSX/MOVIE.C,25,FMV_InitialiseVRAM,movie-playback-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
16,1b3534d34062,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,44,SPU_Init,audio-sound-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
17,1b3534d34062,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,62,GPU_ClearVRAM,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
18,1b3534d34062,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,63,GPU_FlipToBuffer,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
19,1b3534d34062,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,81,InitNewCDSystem,platform-lifecycle-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
20,1b3534d34062,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,84,CDDA_SetMasterVolume,audio-sound-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
21,1b3534d34062,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,86,CDDA_SetMasterVolume,audio-sound-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
22,1b3534d34062,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,89,GPU_UseOrderingTables,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
23,1b3534d34062,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,90,GPU_UsePolygonBuffers,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
24,1b3534d34062,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,91,GPU_GetScreenPosition,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
25,1b3534d34062,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,94,ProfileInit,profiling-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
26,1b3534d34062,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,116,init_game_malloc,memory-allocation-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
27,1b3534d34062,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,117,InitFont,text-ui-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
28,1b3534d34062,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,118,SOUND_Init,audio-sound-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
29,1b3534d34062,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,119,DoGameflow,platform-lifecycle-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
30,1b3534d34062,GPU_FlipNoIdle,SPEC_PSXPC,SPEC_PSXPC/GPU.C,78,ProfileRGB,profiling-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
31,1b3534d34062,GPU_FlipNoIdle,SPEC_PSXPC,SPEC_PSXPC/GPU.C,79,ProfileAddOT,profiling-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
32,1b3534d34062,GPU_FlipNoIdle,SPEC_PSXPC,SPEC_PSXPC/GPU.C,86,ProfileAddDrawOT,profiling-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
33,1b3534d34062,GPU_FlipNoIdle,SPEC_PSXPC,SPEC_PSXPC/GPU.C,110,ProfileStartCount,profiling-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
34,1b3534d34062,LOAD_Start,SPEC_PSXPC,SPEC_PSXPC/LOAD_LEV.C,324,GPU_UseOrderingTables,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
35,1b3534d34062,LOAD_Start,SPEC_PSXPC,SPEC_PSXPC/LOAD_LEV.C,335,game_malloc,memory-allocation-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
36,1b3534d34062,LOAD_Start,SPEC_PSXPC,SPEC_PSXPC/LOAD_LEV.C,341,FILE_Read,load-file-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
37,1b3534d34062,LOAD_Start,SPEC_PSXPC,SPEC_PSXPC/LOAD_LEV.C,347,DEL_CDFS_OpenFile,load-file-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
38,1b3534d34062,LOAD_Start,SPEC_PSXPC,SPEC_PSXPC/LOAD_LEV.C,351,DEL_CDFS_Read,load-file-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
39,1b3534d34062,LOAD_Start,SPEC_PSXPC,SPEC_PSXPC/LOAD_LEV.C,354,DEL_CDFS_OpenFile,load-file-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
40,1b3534d34062,LOAD_Start,SPEC_PSXPC,SPEC_PSXPC/LOAD_LEV.C,357,DEL_CDFS_Seek,load-file-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
41,1b3534d34062,LOAD_Start,SPEC_PSXPC,SPEC_PSXPC/LOAD_LEV.C,362,DEL_CDFS_Read,load-file-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
42,1b3534d34062,LOAD_Start,SPEC_PSXPC,SPEC_PSXPC/LOAD_LEV.C,397,game_free,memory-allocation-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
43,1b3534d34062,LOAD_Start,SPEC_PSXPC,SPEC_PSXPC/LOAD_LEV.C,400,LOAD_DrawEnable,load-file-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
44,1b3534d34062,S_PlayFMV,SPEC_PSXPC,SPEC_PSXPC/MOVIE.C,24,FMV_InitialiseVRAM,movie-playback-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
45,1b3534d34062,main,SPEC_PSXPC,SPEC_PSXPC/PSXPCMAIN.C,41,SPU_Init,audio-sound-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
46,1b3534d34062,main,SPEC_PSXPC,SPEC_PSXPC/PSXPCMAIN.C,43,GPU_ClearVRAM,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
47,1b3534d34062,main,SPEC_PSXPC,SPEC_PSXPC/PSXPCMAIN.C,44,GPU_FlipToBuffer,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
48,1b3534d34062,main,SPEC_PSXPC,SPEC_PSXPC/PSXPCMAIN.C,46,InitNewCDSystem,platform-lifecycle-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
49,1b3534d34062,main,SPEC_PSXPC,SPEC_PSXPC/PSXPCMAIN.C,49,CDDA_SetMasterVolume,audio-sound-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
50,1b3534d34062,main,SPEC_PSXPC,SPEC_PSXPC/PSXPCMAIN.C,51,CDDA_SetMasterVolume,audio-sound-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
51,1b3534d34062,main,SPEC_PSXPC,SPEC_PSXPC/PSXPCMAIN.C,54,GPU_UseOrderingTables,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
52,1b3534d34062,main,SPEC_PSXPC,SPEC_PSXPC/PSXPCMAIN.C,55,GPU_UsePolygonBuffers,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
53,1b3534d34062,main,SPEC_PSXPC,SPEC_PSXPC/PSXPCMAIN.C,56,GPU_GetScreenPosition,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
54,1b3534d34062,main,SPEC_PSXPC,SPEC_PSXPC/PSXPCMAIN.C,59,ProfileInit,profiling-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
55,1b3534d34062,main,SPEC_PSXPC,SPEC_PSXPC/PSXPCMAIN.C,81,init_game_malloc,memory-allocation-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
56,1b3534d34062,main,SPEC_PSXPC,SPEC_PSXPC/PSXPCMAIN.C,82,InitFont,text-ui-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
57,1b3534d34062,main,SPEC_PSXPC,SPEC_PSXPC/PSXPCMAIN.C,83,SOUND_Init,audio-sound-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
58,1b3534d34062,main,SPEC_PSXPC,SPEC_PSXPC/PSXPCMAIN.C,84,DoGameflow,platform-lifecycle-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
59,1b3534d34062,GPU_FlipNoIdle,SPEC_PSXPC_N,SPEC_PSXPC_N/GPU.C,87,ProfileRGB,profiling-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
60,1b3534d34062,GPU_FlipNoIdle,SPEC_PSXPC_N,SPEC_PSXPC_N/GPU.C,88,ProfileAddOT,profiling-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
61,1b3534d34062,GPU_FlipNoIdle,SPEC_PSXPC_N,SPEC_PSXPC_N/GPU.C,98,ProfileAddDrawOT,profiling-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
62,1b3534d34062,GPU_FlipNoIdle,SPEC_PSXPC_N,SPEC_PSXPC_N/GPU.C,130,ProfileStartCount,profiling-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
63,1b3534d34062,LOAD_Start,SPEC_PSXPC_N,SPEC_PSXPC_N/LOAD_LEV.C,332,GPU_UseOrderingTables,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
64,1b3534d34062,LOAD_Start,SPEC_PSXPC_N,SPEC_PSXPC_N/LOAD_LEV.C,344,game_malloc,memory-allocation-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
65,1b3534d34062,LOAD_Start,SPEC_PSXPC_N,SPEC_PSXPC_N/LOAD_LEV.C,350,FILE_Read,load-file-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
66,1b3534d34062,LOAD_Start,SPEC_PSXPC_N,SPEC_PSXPC_N/LOAD_LEV.C,356,DEL_CDFS_OpenFile,load-file-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
67,1b3534d34062,LOAD_Start,SPEC_PSXPC_N,SPEC_PSXPC_N/LOAD_LEV.C,360,DEL_CDFS_Read,load-file-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
68,1b3534d34062,LOAD_Start,SPEC_PSXPC_N,SPEC_PSXPC_N/LOAD_LEV.C,363,DEL_CDFS_OpenFile,load-file-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
69,1b3534d34062,LOAD_Start,SPEC_PSXPC_N,SPEC_PSXPC_N/LOAD_LEV.C,366,DEL_CDFS_Seek,load-file-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
70,1b3534d34062,LOAD_Start,SPEC_PSXPC_N,SPEC_PSXPC_N/LOAD_LEV.C,371,DEL_CDFS_Read,load-file-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
71,1b3534d34062,LOAD_Start,SPEC_PSXPC_N,SPEC_PSXPC_N/LOAD_LEV.C,411,game_free,memory-allocation-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
72,1b3534d34062,LOAD_Start,SPEC_PSXPC_N,SPEC_PSXPC_N/LOAD_LEV.C,414,LOAD_DrawEnable,load-file-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
73,1b3534d34062,S_PlayFMV,SPEC_PSXPC_N,SPEC_PSXPC_N/MOVIE.C,25,FMV_InitialiseVRAM,movie-playback-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
74,1b3534d34062,main,SPEC_PSXPC_N,SPEC_PSXPC_N/PSXMAIN.C,48,SPU_Init,audio-sound-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
75,1b3534d34062,main,SPEC_PSXPC_N,SPEC_PSXPC_N/PSXMAIN.C,65,GPU_ClearVRAM,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
76,1b3534d34062,main,SPEC_PSXPC_N,SPEC_PSXPC_N/PSXMAIN.C,66,GPU_FlipToBuffer,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
77,1b3534d34062,main,SPEC_PSXPC_N,SPEC_PSXPC_N/PSXMAIN.C,82,InitNewCDSystem,platform-lifecycle-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
78,1b3534d34062,main,SPEC_PSXPC_N,SPEC_PSXPC_N/PSXMAIN.C,85,CDDA_SetMasterVolume,audio-sound-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
79,1b3534d34062,main,SPEC_PSXPC_N,SPEC_PSXPC_N/PSXMAIN.C,87,CDDA_SetMasterVolume,audio-sound-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
80,1b3534d34062,main,SPEC_PSXPC_N,SPEC_PSXPC_N/PSXMAIN.C,90,GPU_UseOrderingTables,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
81,1b3534d34062,main,SPEC_PSXPC_N,SPEC_PSXPC_N/PSXMAIN.C,91,GPU_UsePolygonBuffers,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
82,1b3534d34062,main,SPEC_PSXPC_N,SPEC_PSXPC_N/PSXMAIN.C,93,GPU_GetScreenPosition,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
83,1b3534d34062,main,SPEC_PSXPC_N,SPEC_PSXPC_N/PSXMAIN.C,96,ProfileInit,profiling-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
84,1b3534d34062,main,SPEC_PSXPC_N,SPEC_PSXPC_N/PSXMAIN.C,118,init_game_malloc,memory-allocation-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
85,1b3534d34062,main,SPEC_PSXPC_N,SPEC_PSXPC_N/PSXMAIN.C,119,InitFont,text-ui-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
86,1b3534d34062,main,SPEC_PSXPC_N,SPEC_PSXPC_N/PSXMAIN.C,120,SOUND_Init,audio-sound-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
87,1b3534d34062,main,SPEC_PSXPC_N,SPEC_PSXPC_N/PSXMAIN.C,121,DoGameflow,platform-lifecycle-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
