rank,candidate_id,caller_symbol,source_module,source_file,source_line,callee_symbol,callsite_family,function_status,candidate_level_proof,ready_to_reopen_domain,source_patch_authorized,blocker_class
14,d96359c1d9f3,MonitorScreenCollision,GAME,GAME/PICKUP.C,119,TestLaraPosition,position-test,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
15,d96359c1d9f3,MonitorScreenCollision,GAME,GAME/PICKUP.C,121,MoveLaraPosition,position-test,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
16,d96359c1d9f3,PickUpCollision,GAME,GAME/PICKUP.C,237,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
17,d96359c1d9f3,PuzzleHoleCollision,GAME,GAME/PICKUP.C,219,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
18,d96359c1d9f3,SearchObjectCollision,GAME,GAME/PICKUP.C,172,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
19,d96359c1d9f3,CogSwitchCollision,GAME,GAME/SWITCH.C,163,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
20,d96359c1d9f3,CrowbarSwitchCollision,GAME,GAME/SWITCH.C,187,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
21,d96359c1d9f3,FullBlockSwitchCollision,GAME,GAME/SWITCH.C,175,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
22,d96359c1d9f3,JumpSwitchCollision,GAME,GAME/SWITCH.C,193,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
23,d96359c1d9f3,PulleyCollision,GAME,GAME/SWITCH.C,330,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
24,d96359c1d9f3,RailSwitchCollision,GAME,GAME/SWITCH.C,199,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
25,d96359c1d9f3,SwitchCollision,GAME,GAME/SWITCH.C,348,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
26,d96359c1d9f3,SwitchCollision2,GAME,GAME/SWITCH.C,342,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
27,d96359c1d9f3,TurnSwitchCollision,GAME,GAME/SWITCH.C,216,TestLaraPosition,position-test,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
28,d96359c1d9f3,TurnSwitchCollision,GAME,GAME/SWITCH.C,218,MoveLaraPosition,position-test,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
29,d96359c1d9f3,TurnSwitchCollision,GAME,GAME/SWITCH.C,240,GetSwitchTrigger,trigger-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
30,d96359c1d9f3,TurnSwitchCollision,GAME,GAME/SWITCH.C,242,TriggerActive,trigger-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
31,d96359c1d9f3,TurnSwitchCollision,GAME,GAME/SWITCH.C,255,TestLaraPosition,position-test,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
32,d96359c1d9f3,TurnSwitchCollision,GAME,GAME/SWITCH.C,257,MoveLaraPosition,position-test,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
33,d96359c1d9f3,TurnSwitchCollision,GAME,GAME/SWITCH.C,292,GetSwitchTrigger,trigger-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
34,d96359c1d9f3,TurnSwitchCollision,GAME,GAME/SWITCH.C,294,TriggerActive,trigger-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
35,d96359c1d9f3,TurnSwitchCollision,GAME,GAME/SWITCH.C,305,TestBoundsCollide,collision-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
36,d96359c1d9f3,TurnSwitchCollision,GAME,GAME/SWITCH.C,313,ItemPushLara,collision-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
37,d96359c1d9f3,TurnSwitchCollision,GAME,GAME/SWITCH.C,318,ItemPushLara,collision-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
38,d96359c1d9f3,UnderwaterSwitchCollision,GAME,GAME/SWITCH.C,336,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
39,d96359c1d9f3,CeilingTrapDoorCollision,GAME,GAME/TRAPS.C,222,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
40,d96359c1d9f3,FloorTrapDoorCollision,GAME,GAME/TRAPS.C,216,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
