source_file,repo_function,unimplemented_marker_count,behavior_contract_status,code_change_readiness
EMULATOR/LIBGPU.C,KanjiFntFlush,1,missing,blocked
EMULATOR/LIBGPU.C,KanjiFntOpen,1,missing,blocked
EMULATOR/LIBGPU.C,ResetGraph,1,missing,blocked
EMULATOR/LIBGPU.C,SetDispMask,1,missing,blocked
EMULATOR/LIBGPU.C,SetGraphDebug,1,missing,blocked
EMULATOR/LIBGTE.C,DivideFT4,1,missing,blocked
EMULATOR/LIBMCRD.C,MemCardCreateFile,1,missing,blocked
EMULATOR/LIBMCRD.C,MemCardDeleteFile,1,missing,blocked
EMULATOR/LIBMCRD.C,MemCardFormat,1,missing,blocked
EMULATOR/LIBMCRD.C,MemCardUnformat,1,missing,blocked
EMULATOR/LIBPAD.C,PadChkVsync,1,missing,blocked
EMULATOR/LIBPAD.C,PadEnableCom,1,missing,blocked
EMULATOR/LIBPAD.C,PadEnableGun,1,missing,blocked
EMULATOR/LIBPAD.C,PadInfoAct,1,missing,blocked
EMULATOR/LIBPAD.C,PadInfoComb,1,missing,blocked
EMULATOR/LIBPAD.C,PadInitGun,1,missing,blocked
EMULATOR/LIBPAD.C,PadInitMtap,1,missing,blocked
EMULATOR/LIBPAD.C,PadRemoveGun,1,missing,blocked
EMULATOR/LIBPAD.C,PadSetAct,1,missing,blocked
EMULATOR/LIBPAD.C,PadSetActAlign,1,missing,blocked
EMULATOR/LIBPAD.C,PadSetMainMode,1,missing,blocked
EMULATOR/LIBPAD.C,PadStartCom,1,missing,blocked
EMULATOR/LIBPAD.C,PadStopCom,1,missing,blocked
EMULATOR/LIBPRESS.C,DecDCTReset,1,missing,blocked
EMULATOR/LIBPRESS.C,DecDCTin,1,missing,blocked
EMULATOR/LIBPRESS.C,DecDCTout,1,missing,blocked
EMULATOR/LIBPRESS.C,DecDCToutCallback,1,missing,blocked
EMULATOR/LIBPRESS.C,DecDCTvlc,1,missing,blocked
EMULATOR/LIBSPU.C,DMACallback,1,missing,blocked
EMULATOR/LIBSPU.C,SpuMallocWithStartAddr,1,missing,blocked
EMULATOR/LIBSPU.C,SpuSetReverbModeType,1,missing,blocked
EMULATOR/LIBSPU.C,_spu_t,1,missing,blocked
GAME/BOX.C,CalculateTarget,1,missing,blocked
GAME/BOX.C,CreatureAIInfo,1,missing,blocked
GAME/BOX.C,CreatureAnimation,1,missing,blocked
GAME/BOX.C,CreatureKill,1,missing,blocked
GAME/BOX.C,CreatureMood,1,missing,blocked
GAME/BOX.C,CreatureTurn,1,missing,blocked
GAME/BOX.C,GetAITarget,1,missing,blocked
GAME/BOX.C,GetCreatureMood,1,missing,blocked
GAME/CAMERA.C,BinocularCamera,1,missing,blocked
GAME/CAMERA.C,CalculateCamera,1,missing,blocked
GAME/CAMERA.C,CheckForRichesIllegalDiagonalWalls,1,missing,blocked
GAME/CAMERA.C,CombatCamera,1,missing,blocked
GAME/CAMERA.C,FixedCamera,1,missing,blocked
GAME/CAMERA.C,LookCamera,1,missing,blocked
GAME/CODEWAD.C,TriggerEngineEffects_CUT,1,missing,blocked
GAME/CODEWAD.C,sub_1BDF88,1,missing,blocked
GAME/CODEWAD.C,sub_1BE988,1,missing,blocked
GAME/COLLIDE.C,CreatureCollision,1,missing,blocked
GAME/COLLIDE.C,GenericSphereBoxCollision,1,missing,blocked
GAME/COLLIDE.C,GetCollidedObjects,1,missing,blocked
GAME/COLLIDE.C,ItemPushLara,1,missing,blocked
GAME/COLLIDE.C,ItemPushLaraStatic,1,missing,blocked
GAME/COLLIDE.C,LaraBaddieCollision,1,missing,blocked
GAME/COLLIDE.C,MoveLaraPosition,1,missing,blocked
GAME/COLLIDE.C,TestBoundsCollide,1,missing,blocked
GAME/COLLIDE.C,TestBoundsCollideStatic,1,missing,blocked
GAME/COLLIDE.C,TestLaraPosition,1,missing,blocked
GAME/CONTROL.C,AnimateItem,1,missing,blocked
GAME/CONTROL.C,ClipTarget,1,missing,blocked
GAME/CONTROL.C,GetJointAbsPosition,1,missing,blocked
GAME/CONTROL.C,GetTargetOnLOS,1,missing,blocked
GAME/CONTROL.C,ObjectOnLOS2,1,missing,blocked
GAME/CONTROL.C,ResetGuards,1,missing,blocked
GAME/CONTROL.C,UpdateSpiders,1,missing,blocked
GAME/CONTROL.C,xLOS,1,missing,blocked
GAME/CONTROL.C,zLOS,1,missing,blocked
GAME/DEBRIS.C,ShatterObject,1,missing,blocked
GAME/DEBRIS.C,TriggerDebris,1,missing,blocked
GAME/DELTAPAK.C,GrabActorMatrix,1,missing,blocked
GAME/DELTAPAK.C,andrea2_control,1,missing,blocked
GAME/DELTAPAK.C,special1_control,1,missing,blocked
GAME/DELTAPAK.C,special1_end,1,missing,blocked
GAME/DOOR.C,DoorControl,1,missing,blocked
GAME/DOOR.C,DoubleDoorCollision,1,missing,blocked
GAME/DOOR.C,OpenThatDoor,1,missing,blocked
GAME/DOOR.C,ProcessClosedDoors,1,missing,blocked
GAME/DOOR.C,PushPullKickDoorCollision,1,missing,blocked
GAME/DOOR.C,ShutThatDoor,1,missing,blocked
GAME/DOOR.C,UnderwaterDoorCollision,1,missing,blocked
GAME/DRAW.C,DrawAnimatingItem,1,missing,blocked
GAME/DRAW.C,DrawGunflashes,1,missing,blocked
GAME/DRAW.C,DrawMoon,1,missing,blocked
GAME/DRAW.C,DrawSkyMesh,1,missing,blocked
GAME/EFFECT2.C,ControlEnemyMissile,1,missing,blocked
GAME/EFFECT2.C,ControlSmokeEmitter,1,missing,blocked
GAME/EFFECT2.C,TriggerDartSmoke,1,missing,blocked
GAME/EFFECT2.C,TriggerDynamic,1,missing,blocked
GAME/EFFECT2.C,TriggerEngineEffects,1,missing,blocked
GAME/EFFECT2.C,TriggerFireFlame,1,missing,blocked
GAME/EFFECT2.C,TriggerFontFire,1,missing,blocked
GAME/EFFECT2.C,TriggerHydraMissileFlame,1,missing,blocked
GAME/EFFECT2.C,TriggerRomanGodMissileFlame,1,missing,blocked
GAME/EFFECT2.C,TriggerWaterfallMist,1,missing,blocked
GAME/EFFECTS.C,AddFootprint,1,missing,blocked
GAME/EFFECTS.C,ResetTest,1,missing,blocked
GAME/EFFECTS.C,SoundEffect,1,missing,blocked
GAME/FLMTORCH.C,DoFlameTorch,1,missing,blocked
GAME/FLMTORCH.C,FireCollision,1,missing,blocked
GAME/FLMTORCH.C,FlameTorchControl,1,missing,blocked
GAME/GAMEFLOW.C,SpecialFeaturesDisplayScreens,1,missing,blocked
GAME/LARA.C,AnimateLara,1,missing,blocked
GAME/LARA.C,DoSubsuitStuff,1,missing,blocked
GAME/LARA.C,FireChaff,1,missing,blocked
GAME/LARA.C,GetLaraJointPosRot,1,missing,blocked
GAME/LARA.C,LaraClimbRope,1,missing,blocked
GAME/LARA.C,LaraHangLeftCornerTest,1,missing,blocked
GAME/LARA.C,LaraHangRightCornerTest,1,missing,blocked
GAME/LARA.C,UpdateRopeSwing,1,missing,blocked
GAME/LARA1GUN.C,AnimateShotgun,1,missing,blocked
GAME/LARA1GUN.C,ControlCrossbow,1,missing,blocked
GAME/LARA1GUN.C,CrossbowHitSwitchType78,1,missing,blocked
GAME/LARA1GUN.C,RifleHandler,1,missing,blocked
GAME/LARA2GUN.C,AnimatePistols,1,missing,blocked
GAME/LARA2GUN.C,PistolHandler,1,missing,blocked
GAME/LARACLMB.C,LaraClimbLeftCornerTest,1,missing,blocked
GAME/LARAFIRE.C,AimWeapon,1,missing,blocked
GAME/LARAFIRE.C,DoProperDetection,1,missing,blocked
GAME/LARAFIRE.C,FireWeapon,1,missing,blocked
GAME/LARAFIRE.C,LaraGetNewTarget,1,missing,blocked
GAME/LARAFIRE.C,LaraTargetInfo,1,missing,blocked
GAME/LARAFIRE.C,find_target_point,1,missing,blocked
GAME/LARAFLAR.C,CreateFlare,1,missing,blocked
GAME/LARAFLAR.C,DrawFlareInAir,1,missing,blocked
GAME/LARAFLAR.C,FlareControl,1,missing,blocked
GAME/LARAFLAR.C,undraw_flare,1,missing,blocked
GAME/LARAMISC.C,DelAlignLaraToRope,1,missing,blocked
GAME/LARAMISC.C,GetLaraDeadlyBounds,1,missing,blocked
GAME/LARASWIM.C,LaraWaterCurrent,1,missing,blocked
GAME/LOT.C,CreateZone,1,missing,blocked
GAME/NEWINV2.C,DrawThreeDeeObject2D,1,missing,blocked
GAME/NEWINV2.C,do_keypad_mode,1,missing,blocked
GAME/NEWINV2.C,use_current_item,1,missing,blocked
GAME/OBJECTS.C,AnimateWaterfalls,1,missing,blocked
GAME/OBJECTS.C,ControlAnimatingSlots,1,missing,blocked
GAME/OBJECTS.C,ControlTriggerTriggerer,1,missing,blocked
GAME/OBJECTS.C,DrawBaddieGunFlash,1,missing,blocked
GAME/OBJECTS.C,EarthQuake,1,missing,blocked
GAME/OBJECTS.C,ParallelBarsCollision,1,missing,blocked
GAME/OBJECTS.C,PoleCollision,1,missing,blocked
GAME/OBJECTS.C,TightRopeCollision,1,missing,blocked
GAME/OBJLIGHT.C,ControlElectricalLight,1,missing,blocked
GAME/OBJLIGHT.C,TriggerAlertLight,1,missing,blocked
GAME/PEOPLE.C,ShotLara,1,missing,blocked
GAME/PICKUP.C,FindPlinth,1,missing,blocked
GAME/PICKUP.C,KeyHoleCollision,1,missing,blocked
GAME/PICKUP.C,PickUpCollision,1,missing,blocked
GAME/PICKUP.C,PuzzleHoleCollision,1,missing,blocked
GAME/PICKUP.C,SearchObjectCollision,1,missing,blocked
GAME/PICKUP.C,SearchObjectControl,1,missing,blocked
GAME/ROPE.C,Straighten,1,missing,blocked
GAME/SAVEGAME.C,RestoreLevelData,1,missing,blocked
GAME/SETUP.C,ObjectObjects,1,missing,blocked
GAME/SETUP.C,TrapObjects,1,missing,blocked
GAME/SETUP.C,init_water_table,1,missing,blocked
GAME/SWITCH.C,CogSwitchCollision,1,missing,blocked
GAME/SWITCH.C,CogSwitchControl,1,missing,blocked
GAME/SWITCH.C,CrowbarSwitchCollision,1,missing,blocked
GAME/SWITCH.C,FullBlockSwitchCollision,1,missing,blocked
GAME/SWITCH.C,FullBlockSwitchControl,1,missing,blocked
GAME/SWITCH.C,JumpSwitchCollision,1,missing,blocked
GAME/SWITCH.C,PulleyCollision,1,missing,blocked
GAME/SWITCH.C,RailSwitchCollision,1,missing,blocked
GAME/SWITCH.C,SwitchCollision,1,missing,blocked
GAME/SWITCH.C,SwitchCollision2,1,missing,blocked
GAME/SWITCH.C,SwitchControl,1,missing,blocked
GAME/SWITCH.C,SwitchTrigger,1,missing,blocked
GAME/SWITCH.C,TurnSwitchControl,1,missing,blocked
GAME/SWITCH.C,UnderwaterSwitchCollision,1,missing,blocked
GAME/TOMB4FX.C,ControlElectricFence,1,missing,blocked
GAME/TOMB4FX.C,ControlTeleporter,1,missing,blocked
GAME/TOMB4FX.C,DrawWeaponMissile,1,missing,blocked
GAME/TOMB4FX.C,ExplodingDeath2,1,missing,blocked
GAME/TOMB4FX.C,SetUpLensFlare,1,missing,blocked
GAME/TOMB4FX.C,TriggerCoinGlow,1,missing,blocked
GAME/TOMB4FX.C,TriggerExplosionSparks,1,missing,blocked
GAME/TOMB4FX.C,TriggerLightning,1,missing,blocked
GAME/TOMB4FX.C,TriggerRicochetSpark,1,missing,blocked
GAME/TRAPS.C,CeilingTrapDoorCollision,1,missing,blocked
GAME/TRAPS.C,ControlExplosion,1,missing,blocked
GAME/TRAPS.C,ControlRaisingBlock,1,missing,blocked
GAME/TRAPS.C,ControlRollingBall,1,missing,blocked
GAME/TRAPS.C,ControlScaledSpike,1,missing,blocked
GAME/TRAPS.C,ControlTwoBlockPlatform,1,missing,blocked
GAME/TRAPS.C,DartEmitterControl,1,missing,blocked
GAME/TRAPS.C,DartsControl,1,missing,blocked
GAME/TRAPS.C,DrawScaledSpike,1,missing,blocked
GAME/TRAPS.C,FallingBlockCollision,1,missing,blocked
GAME/TRAPS.C,FlameEmitter3Control,1,missing,blocked
GAME/TRAPS.C,FlameEmitterControl,1,missing,blocked
GAME/TRAPS.C,FloorTrapDoorCollision,1,missing,blocked
GAME/TRAPS.C,TrapDoorCollision,1,missing,blocked
SPEC_PC_N/SPECIFIC.CPP,DEL_CalcLaraMatrices_Interpolated_ASM,1,missing,blocked
SPEC_PC_N/SPECIFIC.CPP,DEL_CalcLaraMatrices_Normal_ASM,1,missing,blocked
SPEC_PC_N/SPECIFIC.CPP,DoCredits,1,missing,blocked
SPEC_PC_N/SPECIFIC.CPP,DoLoadSave,1,missing,blocked
SPEC_PC_N/SPECIFIC.CPP,DoOptions,1,missing,blocked
SPEC_PC_N/SPECIFIC.CPP,GetCampaignCheatValue,1,missing,blocked
SPEC_PC_N/SPECIFIC.CPP,GetCollisionInfo,1,missing,blocked
SPEC_PC_N/SPECIFIC.CPP,GetSaveLoadFiles,1,missing,blocked
SPEC_PC_N/SPECIFIC.CPP,S_LoadGame,1,missing,blocked
SPEC_PC_N/SPECIFIC.CPP,WadeSplash,1,missing,blocked
SPEC_PC_N/SPECIFIC.CPP,do_dels_cutseq_selector,1,missing,blocked
SPEC_PSX/DRAWSPKS.C,S_DrawDarts,1,missing,blocked
SPEC_PSXPC/BUBBLES.C,CalcClipWindow_ONGTE,1,missing,blocked
SPEC_PSXPC/BUBBLES.C,DrawFlash,1,missing,blocked
SPEC_PSXPC/BUBBLES.C,DrawPsxTile,1,missing,blocked
SPEC_PSXPC/BUBBLES.C,S_DrawSparks,1,missing,blocked
SPEC_PSXPC/BUBBLES.C,SetInventoryLighting,1,missing,blocked
SPEC_PSXPC/BUBBLES.C,TriggerDynamic,1,missing,blocked
SPEC_PSXPC/BUBBLES.C,insert_psx_clip_window,1,missing,blocked
SPEC_PSXPC/DRAWPHAS.C,MGDrawSprite,1,missing,blocked
SPEC_PSXPC/DRAWSPKS.C,S_DrawDarts,1,missing,blocked
SPEC_PSXPC/FXTRIG.C,DoBloodSplat,1,missing,blocked
SPEC_PSXPC/FXTRIG.C,SetGunFlash,1,missing,blocked
SPEC_PSXPC/FXTRIG.C,TriggerGunShell,1,missing,blocked
SPEC_PSXPC/FXTRIG.C,TriggerRicochetSpark,1,missing,blocked
SPEC_PSXPC/GETSTUFF.C,xLOS,1,missing,blocked
SPEC_PSXPC/GETSTUFF.C,zLOS,1,missing,blocked
SPEC_PSXPC/LIGHT.C,mSqrt,1,missing,blocked
SPEC_PSXPC/MISC.C,DrawF4,1,missing,blocked
SPEC_PSXPC/MISC.C,DrawLineH,1,missing,blocked
SPEC_PSXPC/MISC.C,DrawLineV,1,missing,blocked
SPEC_PSXPC/MISC.C,DrawTPage,1,missing,blocked
SPEC_PSXPC/MISC.C,PrintGauge,1,missing,blocked
SPEC_PSXPC/MISC.C,S_AnimateTextures,1,missing,blocked
SPEC_PSXPC/PROFILE.C,ProfileAddDrawOT,1,missing,blocked
SPEC_PSXPC/PROFILE.C,ProfileAddOT,1,missing,blocked
SPEC_PSXPC/PROFILE.C,ProfileCallBack,1,missing,blocked
SPEC_PSXPC/PROFILE.C,ProfileInit,1,missing,blocked
SPEC_PSXPC/PROFILE.C,ProfileRGB,1,missing,blocked
SPEC_PSXPC/PROFILE.C,ProfileReadCount,1,missing,blocked
SPEC_PSXPC/PROFILE.C,ProfileStartCount,1,missing,blocked
SPEC_PSXPC/SPECIFIC.C,DoPauseMenu,1,missing,blocked
SPEC_PSXPC/SPHERES.C,GetSpheres,1,missing,blocked
SPEC_PSXPC/TEXT_S.C,GetStringDimensions,1,missing,blocked
SPEC_PSXPC_N/BUBBLES.C,DrawFlash,1,missing,blocked
SPEC_PSXPC_N/DRAWOBJ.C,phd_PutPolygons_train,1,missing,blocked
SPEC_PSXPC_N/DRAWSPKS.C,S_DrawDarts,1,missing,blocked
SPEC_PSXPC_N/DRAWSPKS.C,S_DrawSparks,1,missing,blocked
SPEC_PSXPC_N/FXTRIG.C,SetGunFlash,1,missing,blocked
SPEC_PSXPC_N/FXTRIG.C,TriggerGunShell,1,missing,blocked
SPEC_PSXPC_N/FXTRIG.C,TriggerRicochetSpark,1,missing,blocked
SPEC_PSXPC_N/FXTRIG.C,WadeSplash,1,missing,blocked
SPEC_PSXPC_N/GETSTUFF.C,xLOS,1,missing,blocked
SPEC_PSXPC_N/GETSTUFF.C,zLOS,1,missing,blocked
SPEC_PSXPC_N/MATHS.C,ASM_GetBounds,1,missing,blocked
SPEC_PSXPC_N/MATHS.C,GetBounds,1,missing,blocked
SPEC_PSXPC_N/MATHS.C,SetRoomBounds,1,missing,blocked
SPEC_PSXPC_N/MATHS.C,iPopMatrix0,1,missing,blocked
SPEC_PSXPC_N/MATHS.C,iPushMatrix0,1,missing,blocked
SPEC_PSXPC_N/MATHS.C,mClipBoundingBox,1,missing,blocked
SPEC_PSXPC_N/MATHS.C,mPushMatrix0,1,missing,blocked
SPEC_PSXPC_N/MATHS.C,mRotBoundingBoxNoPersp,1,missing,blocked
SPEC_PSXPC_N/MATHS.C,mRotPackedYXZ,1,missing,blocked
SPEC_PSXPC_N/MATHS.C,mTranslate,1,missing,blocked
SPEC_PSXPC_N/MATHS.C,mUnitMatrix,1,missing,blocked
SPEC_PSXPC_N/MISC.C,frig_with_monitor_screen,1,missing,blocked
SPEC_PSXPC_N/ROOMLETB.C,DrawRoomletListAsm,1,missing,blocked
SPEC_PSXPC_N/SFX.C,GetPanVolume,1,missing,blocked
SPEC_PSXPC_N/SFX.C,PlaySample,1,missing,blocked
SPEC_PSXPC_N/SFX.C,SOUND_Stop,1,missing,blocked
SPEC_PSXPC_N/SFX.C,SPU_StopAll,1,missing,blocked
SPEC_PSXPC_N/SFX.C,S_SetReverbType,1,missing,blocked
SPEC_PSXPC_N/SFX.C,S_SoundSetPanAndVolume,1,missing,blocked
SPEC_PSXPC_N/SFX.C,S_SoundSetPitch,1,missing,blocked
SPEC_PSXPC_N/SFX.C,S_SoundStopAllSamples,1,missing,blocked
SPEC_PSXPC_N/SFX.C,S_SoundStopSample,1,missing,blocked
SPEC_PSXPC_N/SPHERES.C,GetSpheres,1,missing,blocked
SPEC_PSXPC_N/TITSEQ.C,sub_1FA0,2,missing,blocked
