rank,candidate_id,caller_symbol,source_module,source_file,source_line,callee_symbol,callsite_family,function_status,candidate_level_proof,ready_to_reopen_domain,source_patch_authorized,blocker_class
34,87d9c8a62335,CutLaraBubbles,GAME,GAME/DELTAPAK.C,662,GetLaraJointPos,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
35,87d9c8a62335,CutLaraBubbles,GAME,GAME/DELTAPAK.C,665,IsRoomOutside,room-floor-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
36,87d9c8a62335,CutLaraBubbles,GAME,GAME/DELTAPAK.C,672,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
37,87d9c8a62335,CutLaraBubbles,GAME,GAME/DELTAPAK.C,673,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
38,87d9c8a62335,CutLaraBubbles,GAME,GAME/DELTAPAK.C,674,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
39,87d9c8a62335,CutLaraBubbles,GAME,GAME/DELTAPAK.C,675,CreateBubble,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
40,87d9c8a62335,cossack_control,GAME,GAME/DELTAPAK.C,1124,GetActorJointAbsPosition,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
41,87d9c8a62335,cossack_control,GAME,GAME/DELTAPAK.C,1127,TriggerDelBrownSmoke,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
42,87d9c8a62335,cossack_control,GAME,GAME/DELTAPAK.C,1135,GetActorJointAbsPosition,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
43,87d9c8a62335,cossack_control,GAME,GAME/DELTAPAK.C,1138,TriggerDelBrownSmoke,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
44,87d9c8a62335,cossack_control,GAME,GAME/DELTAPAK.C,1148,GetLaraJointPos,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
45,87d9c8a62335,cossack_control,GAME,GAME/DELTAPAK.C,1149,TriggerDelBrownSmoke,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
46,87d9c8a62335,cossack_control,GAME,GAME/DELTAPAK.C,1154,GetLaraJointPos,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
47,87d9c8a62335,cossack_control,GAME,GAME/DELTAPAK.C,1155,TriggerDelBrownSmoke,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
48,87d9c8a62335,cossack_control,GAME,GAME/DELTAPAK.C,1162,GetLaraJointPos,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
49,87d9c8a62335,cossack_control,GAME,GAME/DELTAPAK.C,1163,TriggerDelBrownSmoke,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
50,87d9c8a62335,cossack_control,GAME,GAME/DELTAPAK.C,1170,GetLaraJointPos,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
51,87d9c8a62335,cossack_control,GAME,GAME/DELTAPAK.C,1171,TriggerDelBrownSmoke,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
52,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1285,GetHeight,room-floor-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
53,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1285,GetFloor,room-floor-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
54,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1286,TestTriggers,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
55,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1292,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
56,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1293,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
57,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1294,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
58,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1307,GetActorJointAbsPosition,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
59,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1307,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
60,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1309,GetFreeSpark,runtime-effect-support,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
61,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1317,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
62,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1333,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
63,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1334,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
64,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1335,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
65,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1343,TriggerFireFlame,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
66,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1346,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
67,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1348,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
68,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1350,TriggerLightning,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
69,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1350,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
70,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1351,TriggerDynamic,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
71,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1351,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
72,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1364,GetLaraJointPos,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
73,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1368,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
74,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1369,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
75,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1370,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
76,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1372,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
77,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1373,TriggerDynamic,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
78,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1375,TriggerDynamic,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
79,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1378,handle_lara_chatting,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
80,87d9c8a62335,joby8_control,GAME,GAME/DELTAPAK.C,1379,handle_actor_chatting,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
81,87d9c8a62335,trigger_weapon_dynamics,GAME,GAME/DELTAPAK.C,3403,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
82,87d9c8a62335,trigger_weapon_dynamics,GAME,GAME/DELTAPAK.C,3404,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
83,87d9c8a62335,trigger_weapon_dynamics,GAME,GAME/DELTAPAK.C,3405,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
84,87d9c8a62335,trigger_weapon_dynamics,GAME,GAME/DELTAPAK.C,3406,GetLaraJointPos,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
85,87d9c8a62335,trigger_weapon_dynamics,GAME,GAME/DELTAPAK.C,3407,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
86,87d9c8a62335,trigger_weapon_dynamics,GAME,GAME/DELTAPAK.C,3408,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
87,87d9c8a62335,trigger_weapon_dynamics,GAME,GAME/DELTAPAK.C,3409,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
88,87d9c8a62335,trigger_weapon_dynamics,GAME,GAME/DELTAPAK.C,3410,TriggerDynamic,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
89,87d9c8a62335,DoFlameTorch,GAME,GAME/FLMTORCH.C,56,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
90,87d9c8a62335,SetLaraUnderwaterNodes,GAME,GAME/LARA.C,6711,GetFloor,room-floor-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
91,87d9c8a62335,SetLaraUnderwaterNodes,GAME,GAME/LARA.C,6718,GetLaraJointPos,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
92,87d9c8a62335,SetLaraUnderwaterNodes,GAME,GAME/LARA.C,6728,GetFloor,room-floor-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
93,87d9c8a62335,lara_as_trfall,GAME,GAME/LARA.C,396,GetLaraJointPos,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
94,87d9c8a62335,lara_as_trfall,GAME,GAME/LARA.C,456,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
95,87d9c8a62335,FireShotgun,GAME,GAME/LARA1GUN.C,369,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
96,87d9c8a62335,FireShotgun,GAME,GAME/LARA1GUN.C,378,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
97,87d9c8a62335,FireShotgun,GAME,GAME/LARA1GUN.C,387,FireWeapon,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
98,87d9c8a62335,FireShotgun,GAME,GAME/LARA1GUN.C,400,GetLaraJointPos,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
99,87d9c8a62335,FireShotgun,GAME,GAME/LARA1GUN.C,410,GetLaraJointPos,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
100,87d9c8a62335,FireShotgun,GAME,GAME/LARA1GUN.C,421,TriggerGunSmoke,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
101,87d9c8a62335,FireShotgun,GAME,GAME/LARA1GUN.C,426,SoundEffect,runtime-effect-support,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
102,87d9c8a62335,FireShotgun,GAME,GAME/LARA1GUN.C,427,SoundEffect,runtime-effect-support,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
103,87d9c8a62335,FireShotgun,GAME,GAME/LARA1GUN.C,429,SetupPadVibration,runtime-effect-support,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
104,87d9c8a62335,FireWeapon,GAME,GAME/LARAFIRE.C,187,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
105,87d9c8a62335,LaraTargetInfo,GAME,GAME/LARAFIRE.C,208,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
106,87d9c8a62335,CreateFlare,GAME,GAME/LARAFLAR.C,135,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
107,87d9c8a62335,DoFlareInHand,GAME,GAME/LARAFLAR.C,151,GetLaraJointPos,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
108,87d9c8a62335,DoFlareInHand,GAME,GAME/LARAFLAR.C,152,DoFlareLight,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
109,87d9c8a62335,DoFlareInHand,GAME,GAME/LARAFLAR.C,158,DoFlareLight,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
110,87d9c8a62335,ControlExplosion,GAME,GAME/TRAPS.C,656,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
111,87d9c8a62335,FlameControl,GAME,GAME/TRAPS.C,396,GetLaraJointPos,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
112,87d9c8a62335,FlameControl,GAME,GAME/TRAPS.C,404,TriggerFireFlame,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
113,87d9c8a62335,FlameControl,GAME,GAME/TRAPS.C,410,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
114,87d9c8a62335,FlameControl,GAME,GAME/TRAPS.C,411,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
115,87d9c8a62335,FlameControl,GAME,GAME/TRAPS.C,415,TriggerDynamic,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
116,87d9c8a62335,FlameControl,GAME,GAME/TRAPS.C,419,TriggerDynamic,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
117,87d9c8a62335,FlameControl,GAME,GAME/TRAPS.C,423,TriggerDynamic,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
118,87d9c8a62335,FlameControl,GAME,GAME/TRAPS.C,428,EffectNewRoom,room-floor-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
119,87d9c8a62335,FlameControl,GAME,GAME/TRAPS.C,430,GetWaterHeight,room-floor-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
120,87d9c8a62335,FlameControl,GAME,GAME/TRAPS.C,434,SoundEffect,runtime-effect-support,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
121,87d9c8a62335,FlameControl,GAME,GAME/TRAPS.C,441,KillEffect,explosion-flare-effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
