story_file,line_number,normalized_class,line_fingerprint
docs/stories/RE-051-audio-effects-terminal-blocker.md,28,no-production-source-authorization,d9177586efba073a
docs/stories/RE-051-audio-effects-terminal-blocker.md,33,generic-blocker-reference,46b0172c8103788b
docs/stories/RE-051-audio-effects-terminal-blocker.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-052-audio-effects-closure-next-domain-handoff.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-053-collision-domain-scope.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-054-getcollisioninfo-caller-map.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-055-collision-argument-data-taxonomy.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-056-collision-comparison-gate.md,33,generic-blocker-reference,acaa58ec8c579eec
docs/stories/RE-056-collision-comparison-gate.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-057-collision-proof-cluster.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-058-collision-marker-source-patch-gate.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-059-collision-terminal-blocker.md,28,no-production-source-authorization,d9177586efba073a
docs/stories/RE-059-collision-terminal-blocker.md,33,generic-blocker-reference,46b0172c8103788b
docs/stories/RE-059-collision-terminal-blocker.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-060-collision-closure-next-domain-handoff.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-061-module-game-proof-first-audit.md,45,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-061-module-game-proof-first-audit.md,50,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-061-module-game-proof-first-audit.md,55,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-061-module-game-proof-first-audit.md,60,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-061-module-game-proof-first-audit.md,65,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-061-module-game-proof-first-audit.md,70,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-061-module-game-proof-first-audit.md,75,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-061-module-game-proof-first-audit.md,82,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-062-debris-object-breakage-caller-side-effect-map.md,28,no-production-source-authorization,a874b12ee1bcf14c
docs/stories/RE-062-debris-object-breakage-caller-side-effect-map.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-063-debris-object-breakage-argument-data-taxonomy.md,28,no-production-source-authorization,a874b12ee1bcf14c
docs/stories/RE-063-debris-object-breakage-argument-data-taxonomy.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-064-debris-object-breakage-comparison-gate.md,28,no-production-source-authorization,a874b12ee1bcf14c
docs/stories/RE-064-debris-object-breakage-comparison-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-065-debris-object-breakage-reconstruction-plan.md,28,no-production-source-authorization,a874b12ee1bcf14c
docs/stories/RE-065-debris-object-breakage-reconstruction-plan.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-066-debris-object-breakage-source-patch-gate.md,28,no-production-source-authorization,a874b12ee1bcf14c
docs/stories/RE-066-debris-object-breakage-source-patch-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-067-debris-object-breakage-validation-regression.md,28,no-production-source-authorization,a874b12ee1bcf14c
docs/stories/RE-067-debris-object-breakage-validation-regression.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-068-module-game-closure-or-next-cluster-handoff.md,29,no-production-source-authorization,a874b12ee1bcf14c
docs/stories/RE-068-module-game-closure-or-next-cluster-handoff.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-069-lara-movement-proof-first-audit.md,46,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-069-lara-movement-proof-first-audit.md,51,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-069-lara-movement-proof-first-audit.md,56,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-069-lara-movement-proof-first-audit.md,61,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-069-lara-movement-proof-first-audit.md,66,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-069-lara-movement-proof-first-audit.md,71,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-069-lara-movement-proof-first-audit.md,76,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-069-lara-movement-proof-first-audit.md,82,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-070-lara-movement-caller-side-effect-map.md,28,no-production-source-authorization,a874b12ee1bcf14c
docs/stories/RE-070-lara-movement-caller-side-effect-map.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-071-lara-movement-argument-state-taxonomy.md,28,no-production-source-authorization,a874b12ee1bcf14c
docs/stories/RE-071-lara-movement-argument-state-taxonomy.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-072-lara-movement-comparison-gate.md,28,no-production-source-authorization,a874b12ee1bcf14c
docs/stories/RE-072-lara-movement-comparison-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-073-lara-movement-reconstruction-plan.md,28,no-production-source-authorization,a874b12ee1bcf14c
docs/stories/RE-073-lara-movement-reconstruction-plan.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-074-lara-movement-source-patch-gate.md,28,no-production-source-authorization,a874b12ee1bcf14c
docs/stories/RE-074-lara-movement-source-patch-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-075-lara-movement-validation-regression.md,28,no-production-source-authorization,a874b12ee1bcf14c
docs/stories/RE-075-lara-movement-validation-regression.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-076-lara-movement-closure-or-handoff.md,29,no-production-source-authorization,a874b12ee1bcf14c
docs/stories/RE-076-lara-movement-closure-or-handoff.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-077-gameflow-runtime-proof-first-audit.md,47,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-077-gameflow-runtime-proof-first-audit.md,52,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-077-gameflow-runtime-proof-first-audit.md,57,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-077-gameflow-runtime-proof-first-audit.md,62,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-077-gameflow-runtime-proof-first-audit.md,67,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-077-gameflow-runtime-proof-first-audit.md,72,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-077-gameflow-runtime-proof-first-audit.md,77,blocked-readiness-status,b7dd82ca3dc69878
docs/stories/RE-077-gameflow-runtime-proof-first-audit.md,83,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-078-gameflow-runtime-caller-side-effect-map.md,28,no-production-source-authorization,f09ab57d05c395c7
docs/stories/RE-078-gameflow-runtime-caller-side-effect-map.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-079-gameflow-runtime-argument-state-taxonomy.md,28,no-production-source-authorization,f09ab57d05c395c7
docs/stories/RE-079-gameflow-runtime-argument-state-taxonomy.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-080-gameflow-runtime-comparison-gate.md,28,no-production-source-authorization,f09ab57d05c395c7
docs/stories/RE-080-gameflow-runtime-comparison-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-081-gameflow-runtime-reconstruction-plan.md,28,no-production-source-authorization,f09ab57d05c395c7
docs/stories/RE-081-gameflow-runtime-reconstruction-plan.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-082-gameflow-runtime-source-patch-gate.md,28,no-production-source-authorization,f09ab57d05c395c7
docs/stories/RE-082-gameflow-runtime-source-patch-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-083-gameflow-runtime-validation-regression.md,28,no-production-source-authorization,f09ab57d05c395c7
docs/stories/RE-083-gameflow-runtime-validation-regression.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-084-gameflow-runtime-closure-or-handoff.md,29,no-production-source-authorization,f09ab57d05c395c7
docs/stories/RE-084-gameflow-runtime-closure-or-handoff.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-085-object-runtime-control-proof-first-audit.md,28,generic-blocker-reference,d0bb44b15b1cb2cd
docs/stories/RE-085-object-runtime-control-proof-first-audit.md,33,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-086-object-runtime-caller-side-effect-map.md,28,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-086-object-runtime-caller-side-effect-map.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-087-object-runtime-argument-state-taxonomy.md,28,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-087-object-runtime-argument-state-taxonomy.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-088-object-runtime-comparison-gate.md,28,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-088-object-runtime-comparison-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-089-object-runtime-reconstruction-plan.md,28,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-089-object-runtime-reconstruction-plan.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-090-object-runtime-source-patch-gate.md,28,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-090-object-runtime-source-patch-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-091-object-runtime-validation-regression.md,28,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-091-object-runtime-validation-regression.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-092-object-runtime-closure-or-handoff.md,29,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-092-object-runtime-closure-or-handoff.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-093-dynamic-light-control-proof-first-audit.md,18,generic-blocker-reference,1175eb7ce28a2965
docs/stories/RE-093-dynamic-light-control-proof-first-audit.md,19,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-094-dynamic-light-caller-side-effect-map.md,28,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-094-dynamic-light-caller-side-effect-map.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-095-dynamic-light-argument-state-taxonomy.md,28,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-095-dynamic-light-argument-state-taxonomy.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-096-dynamic-light-comparison-gate.md,28,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-096-dynamic-light-comparison-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-097-dynamic-light-reconstruction-plan.md,28,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-097-dynamic-light-reconstruction-plan.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-098-dynamic-light-source-patch-gate.md,28,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-098-dynamic-light-source-patch-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-099-dynamic-light-validation-regression.md,28,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-099-dynamic-light-validation-regression.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-100-dynamic-light-closure-or-handoff.md,29,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-100-dynamic-light-closure-or-handoff.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-101-pickup-search-control-proof-first-audit.md,18,generic-blocker-reference,1175eb7ce28a2965
docs/stories/RE-101-pickup-search-control-proof-first-audit.md,19,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-102-pickup-search-caller-side-effect-map.md,28,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-102-pickup-search-caller-side-effect-map.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-103-pickup-search-argument-state-taxonomy.md,28,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-103-pickup-search-argument-state-taxonomy.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-104-pickup-search-comparison-gate.md,28,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-104-pickup-search-comparison-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-105-pickup-search-reconstruction-plan.md,28,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-105-pickup-search-reconstruction-plan.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-106-pickup-search-source-patch-gate.md,28,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-106-pickup-search-source-patch-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-107-pickup-search-validation-regression.md,28,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-107-pickup-search-validation-regression.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-108-pickup-search-closure-or-handoff.md,29,no-production-source-authorization,a293a7b2abf1fddc
docs/stories/RE-108-pickup-search-closure-or-handoff.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-109-scripted-runtime-control-proof-first-audit.md,18,generic-blocker-reference,1175eb7ce28a2965
docs/stories/RE-109-scripted-runtime-control-proof-first-audit.md,19,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-110-scripted-runtime-caller-side-effect-map.md,28,no-production-source-authorization,2acb155b2bc4f5d4
docs/stories/RE-110-scripted-runtime-caller-side-effect-map.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-111-scripted-runtime-argument-state-taxonomy.md,28,no-production-source-authorization,2acb155b2bc4f5d4
docs/stories/RE-111-scripted-runtime-argument-state-taxonomy.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-112-scripted-runtime-comparison-gate.md,28,no-production-source-authorization,2acb155b2bc4f5d4
docs/stories/RE-112-scripted-runtime-comparison-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-113-scripted-runtime-reconstruction-plan.md,28,no-production-source-authorization,2acb155b2bc4f5d4
docs/stories/RE-113-scripted-runtime-reconstruction-plan.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-114-scripted-runtime-source-patch-gate.md,28,no-production-source-authorization,2acb155b2bc4f5d4
docs/stories/RE-114-scripted-runtime-source-patch-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-115-scripted-runtime-validation-regression.md,28,no-production-source-authorization,2acb155b2bc4f5d4
docs/stories/RE-115-scripted-runtime-validation-regression.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-116-scripted-runtime-closure-or-handoff.md,29,no-production-source-authorization,2acb155b2bc4f5d4
docs/stories/RE-116-scripted-runtime-closure-or-handoff.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-117-lara-runtime-control-proof-first-audit.md,18,generic-blocker-reference,1175eb7ce28a2965
docs/stories/RE-117-lara-runtime-control-proof-first-audit.md,19,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-118-lara-runtime-caller-and-side-effect-map.md,27,generic-blocker-reference,facf9d4d6da85748
docs/stories/RE-118-lara-runtime-caller-and-side-effect-map.md,28,no-production-source-authorization,ce1305b73b35c8b1
docs/stories/RE-118-lara-runtime-caller-and-side-effect-map.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-119-lara-runtime-argument-and-state-taxonomy.md,27,generic-blocker-reference,facf9d4d6da85748
docs/stories/RE-119-lara-runtime-argument-and-state-taxonomy.md,28,no-production-source-authorization,ce1305b73b35c8b1
docs/stories/RE-119-lara-runtime-argument-and-state-taxonomy.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-120-lara-runtime-comparison-gate.md,27,generic-blocker-reference,facf9d4d6da85748
docs/stories/RE-120-lara-runtime-comparison-gate.md,28,no-production-source-authorization,ce1305b73b35c8b1
docs/stories/RE-120-lara-runtime-comparison-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-121-lara-runtime-reconstruction-plan.md,27,generic-blocker-reference,facf9d4d6da85748
docs/stories/RE-121-lara-runtime-reconstruction-plan.md,28,no-production-source-authorization,ce1305b73b35c8b1
docs/stories/RE-121-lara-runtime-reconstruction-plan.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-122-lara-runtime-source-patch-gate.md,27,generic-blocker-reference,facf9d4d6da85748
docs/stories/RE-122-lara-runtime-source-patch-gate.md,28,no-production-source-authorization,ce1305b73b35c8b1
docs/stories/RE-122-lara-runtime-source-patch-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-123-lara-runtime-validation-regression.md,27,generic-blocker-reference,facf9d4d6da85748
docs/stories/RE-123-lara-runtime-validation-regression.md,28,no-production-source-authorization,ce1305b73b35c8b1
docs/stories/RE-123-lara-runtime-validation-regression.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-124-lara-runtime-closure-or-handoff.md,28,generic-blocker-reference,facf9d4d6da85748
docs/stories/RE-124-lara-runtime-closure-or-handoff.md,29,no-production-source-authorization,ce1305b73b35c8b1
docs/stories/RE-124-lara-runtime-closure-or-handoff.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-125-runtime-support-mixed-proof-first-audit.md,18,generic-blocker-reference,1175eb7ce28a2965
docs/stories/RE-125-runtime-support-mixed-proof-first-audit.md,19,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-126-runtime-support-caller-and-side-effect-map.md,27,generic-blocker-reference,5a8848661d1b0fc4
docs/stories/RE-126-runtime-support-caller-and-side-effect-map.md,28,no-production-source-authorization,bb1f2babc76de253
docs/stories/RE-126-runtime-support-caller-and-side-effect-map.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-127-runtime-support-argument-and-state-taxonomy.md,27,generic-blocker-reference,5a8848661d1b0fc4
docs/stories/RE-127-runtime-support-argument-and-state-taxonomy.md,28,no-production-source-authorization,bb1f2babc76de253
docs/stories/RE-127-runtime-support-argument-and-state-taxonomy.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-128-runtime-support-comparison-gate.md,27,generic-blocker-reference,5a8848661d1b0fc4
docs/stories/RE-128-runtime-support-comparison-gate.md,28,no-production-source-authorization,bb1f2babc76de253
docs/stories/RE-128-runtime-support-comparison-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-129-runtime-support-reconstruction-plan.md,27,generic-blocker-reference,5a8848661d1b0fc4
docs/stories/RE-129-runtime-support-reconstruction-plan.md,28,no-production-source-authorization,bb1f2babc76de253
docs/stories/RE-129-runtime-support-reconstruction-plan.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-130-runtime-support-source-patch-gate.md,27,generic-blocker-reference,5a8848661d1b0fc4
docs/stories/RE-130-runtime-support-source-patch-gate.md,28,no-production-source-authorization,bb1f2babc76de253
docs/stories/RE-130-runtime-support-source-patch-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-131-runtime-support-validation-regression.md,27,generic-blocker-reference,5a8848661d1b0fc4
docs/stories/RE-131-runtime-support-validation-regression.md,28,no-production-source-authorization,bb1f2babc76de253
docs/stories/RE-131-runtime-support-validation-regression.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-132-runtime-support-closure-or-exhaustion.md,28,generic-blocker-reference,5a8848661d1b0fc4
docs/stories/RE-132-runtime-support-closure-or-exhaustion.md,29,no-production-source-authorization,bb1f2babc76de253
docs/stories/RE-132-runtime-support-closure-or-exhaustion.md,35,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-133-gameplay-mixed-proof-first-audit.md,19,generic-blocker-reference,1175eb7ce28a2965
docs/stories/RE-133-gameplay-mixed-proof-first-audit.md,20,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-134-gameplay-mixed-caller-and-side-effect-map.md,27,generic-blocker-reference,48294748e6ebe843
docs/stories/RE-134-gameplay-mixed-caller-and-side-effect-map.md,28,no-production-source-authorization,7e7f91ea0f5b438a
docs/stories/RE-134-gameplay-mixed-caller-and-side-effect-map.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-135-gameplay-mixed-argument-and-state-taxonomy.md,27,generic-blocker-reference,48294748e6ebe843
docs/stories/RE-135-gameplay-mixed-argument-and-state-taxonomy.md,28,no-production-source-authorization,7e7f91ea0f5b438a
docs/stories/RE-135-gameplay-mixed-argument-and-state-taxonomy.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-136-gameplay-mixed-comparison-gate.md,27,generic-blocker-reference,48294748e6ebe843
docs/stories/RE-136-gameplay-mixed-comparison-gate.md,28,no-production-source-authorization,7e7f91ea0f5b438a
docs/stories/RE-136-gameplay-mixed-comparison-gate.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-137-gameplay-mixed-reconstruction-plan.md,27,generic-blocker-reference,48294748e6ebe843
docs/stories/RE-137-gameplay-mixed-reconstruction-plan.md,28,no-production-source-authorization,7e7f91ea0f5b438a
docs/stories/RE-137-gameplay-mixed-reconstruction-plan.md,34,source-or-code-readiness-blocked,8027b5a254d30cef
docs/stories/RE-138-gameplay-mixed-source-patch-gate.md,27,generic-blocker-reference,48294748e6ebe843
