rank,candidate_id,caller_symbol,source_module,source_file,source_line,callee_symbol,callsite_family,function_status,candidate_level_proof,ready_to_reopen_domain,source_patch_authorized,blocker_class
32,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3347,do_playstation_button_prompts_v1,inventory-menu-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
33,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3369,GPU_EndScene,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
34,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3370,S_DumpScreen,diagnostic-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
35,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3377,GPU_BeginScene,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
36,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3380,S_UpdateInput,input-pad-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
37,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3382,UpdatePulseColour,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
38,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3383,draw_outlines,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
39,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3387,PrintString,text-ui-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
40,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3392,go_and_load_game,inventory-menu-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
41,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3397,go_and_save_game,inventory-menu-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
42,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3403,GPU_EndScene,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
43,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3404,S_DumpScreen,diagnostic-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
44,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3429,InitialisePickUpDisplay,inventory-menu-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
45,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3431,update_laras_weapons_status,inventory-menu-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
46,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3435,use_current_item,inventory-menu-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
47,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3441,S_CDRestart,audio-sound-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
48,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3445,mcClose,memory-card-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
49,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3469,GetHeight,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
50,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3469,GetFloor,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
51,de919274685f,S_CallInventory2,GAME,GAME/NEWINV2.C,3470,TestTriggers,platform-lifecycle-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
52,de919274685f,CreateMonoScreen,SPEC_PSX,SPEC_PSX/3D_OBJ.C,16,GPU_SyncBothScreens,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
53,de919274685f,CreateMonoScreen,SPEC_PSX,SPEC_PSX/3D_OBJ.C,18,setRECT,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
54,de919274685f,CreateMonoScreen,SPEC_PSX,SPEC_PSX/3D_OBJ.C,26,StoreImage,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
55,de919274685f,CreateMonoScreen,SPEC_PSX,SPEC_PSX/3D_OBJ.C,27,DrawSync,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
56,de919274685f,CreateMonoScreen,SPEC_PSX,SPEC_PSX/3D_OBJ.C,28,MakeMono,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
57,de919274685f,CreateMonoScreen,SPEC_PSX,SPEC_PSX/3D_OBJ.C,42,StoreImage,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
58,de919274685f,CreateMonoScreen,SPEC_PSX,SPEC_PSX/3D_OBJ.C,43,DrawSync,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
59,de919274685f,CreateMonoScreen,SPEC_PSX,SPEC_PSX/3D_OBJ.C,44,MakeMono,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
60,de919274685f,CreateMonoScreen,SPEC_PSX,SPEC_PSX/3D_OBJ.C,50,setRECT,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
61,de919274685f,CreateMonoScreen,SPEC_PSX,SPEC_PSX/3D_OBJ.C,52,StoreImage,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
62,de919274685f,CreateMonoScreen,SPEC_PSX,SPEC_PSX/3D_OBJ.C,53,LoadImage,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
63,de919274685f,CreateMonoScreen,SPEC_PSX,SPEC_PSX/3D_OBJ.C,57,StoreImage,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
64,de919274685f,CreateMonoScreen,SPEC_PSX,SPEC_PSX/3D_OBJ.C,58,LoadImage,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
65,de919274685f,CreateMonoScreen,SPEC_PSX,SPEC_PSX/3D_OBJ.C,60,DrawSync,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
66,de919274685f,CreateMonoScreen,SPEC_PSX,SPEC_PSX/3D_OBJ.C,62,S_LongMemCpy,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
67,de919274685f,CreateMonoScreen,SPEC_PSX,SPEC_PSX/3D_OBJ.C,63,S_LongMemCpy,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
68,de919274685f,GPU_FlipNoIdle,SPEC_PSX,SPEC_PSX/GPU.C,76,ProfileRGB,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
69,de919274685f,GPU_FlipNoIdle,SPEC_PSX,SPEC_PSX/GPU.C,77,ProfileAddOT,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
70,de919274685f,GPU_FlipNoIdle,SPEC_PSX,SPEC_PSX/GPU.C,82,DrawSync,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
71,de919274685f,GPU_FlipNoIdle,SPEC_PSX,SPEC_PSX/GPU.C,87,ProfileAddDrawOT,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
72,de919274685f,GPU_FlipNoIdle,SPEC_PSX,SPEC_PSX/GPU.C,98,VSync,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
73,de919274685f,GPU_FlipNoIdle,SPEC_PSX,SPEC_PSX/GPU.C,105,VSync,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
74,de919274685f,GPU_FlipNoIdle,SPEC_PSX,SPEC_PSX/GPU.C,110,PutDispEnv,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
75,de919274685f,GPU_FlipNoIdle,SPEC_PSX,SPEC_PSX/GPU.C,111,DrawOTagEnv,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
76,de919274685f,GPU_FlipNoIdle,SPEC_PSX,SPEC_PSX/GPU.C,114,ProfileStartCount,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
77,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,322,DrawSync,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
78,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,323,VSync,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
79,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,325,GPU_UseOrderingTables,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
80,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,333,PutDispEnv,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
81,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,337,game_malloc,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
82,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,342,PCopen,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
83,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,343,FILE_Read,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
84,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,344,PCclose,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
85,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,349,DEL_CDFS_OpenFile,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
86,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,353,DEL_CDFS_Read,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
87,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,356,DEL_CDFS_OpenFile,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
88,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,359,DEL_CDFS_Seek,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
89,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,364,DEL_CDFS_Read,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
90,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,375,LoadImage,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
91,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,376,DrawSync,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
92,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,402,LoadImage,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
93,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,403,DrawSync,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
94,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,404,game_free,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
95,de919274685f,LOAD_Start,SPEC_PSX,SPEC_PSX/LOAD_LEV.C,407,LOAD_DrawEnable,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
96,de919274685f,FMV_InitialiseVRAM,SPEC_PSX,SPEC_PSX/MOVIE.C,305,ClearImage,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
97,de919274685f,FMV_InitialiseVRAM,SPEC_PSX,SPEC_PSX/MOVIE.C,308,ClearImage,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
98,de919274685f,FMV_InitialiseVRAM,SPEC_PSX,SPEC_PSX/MOVIE.C,310,DrawSync,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
99,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,41,SetSp,platform-lifecycle-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
100,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,42,ResetCallback,platform-lifecycle-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
101,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,44,SPU_Init,audio-sound-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
102,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,46,ResetGraph,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
103,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,47,SetGraphDebug,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
104,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,48,InitGeom,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
105,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,50,SetDefDrawEnv,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
106,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,51,SetDefDrawEnv,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
107,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,53,SetDefDispEnv,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
108,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,54,SetDefDispEnv,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
109,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,62,GPU_ClearVRAM,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
110,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,63,GPU_FlipToBuffer,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
111,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,65,SetDispMask,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
112,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,66,VSyncCallback,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
113,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,68,VSync,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
114,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,69,DrawSync,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
115,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,71,PutDispEnv,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
116,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,73,MemCardInit,memory-card-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
117,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,75,PadInitDirect,input-pad-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
118,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,76,PadSetAct,input-pad-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
119,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,77,PadStartCom,input-pad-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
120,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,78,CdInit,platform-lifecycle-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
121,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,79,CdSetDebug,platform-lifecycle-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
122,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,81,InitNewCDSystem,platform-lifecycle-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
123,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,84,CDDA_SetMasterVolume,audio-sound-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
124,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,86,CDDA_SetMasterVolume,audio-sound-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
125,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,89,GPU_UseOrderingTables,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
126,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,90,GPU_UsePolygonBuffers,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
127,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,91,GPU_GetScreenPosition,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
128,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,94,ProfileInit,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
129,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,116,init_game_malloc,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
130,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,117,InitFont,text-ui-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
131,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,118,SOUND_Init,audio-sound-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
132,de919274685f,main,SPEC_PSX,SPEC_PSX/PSXMAIN.C,119,DoGameflow,platform-lifecycle-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
133,de919274685f,S_LoadLevelFile,SPEC_PSX,SPEC_PSX/ROOMLOAD.C,64,DEL_CDFS_OpenFile,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
134,de919274685f,S_LoadLevelFile,SPEC_PSX,SPEC_PSX/ROOMLOAD.C,67,DrawSync,gpu-display-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
135,de919274685f,S_LoadLevelFile,SPEC_PSX,SPEC_PSX/ROOMLOAD.C,69,init_game_malloc,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
136,de919274685f,S_LoadLevelFile,SPEC_PSX,SPEC_PSX/ROOMLOAD.C,71,LOAD_Start,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
137,de919274685f,S_LoadLevelFile,SPEC_PSX,SPEC_PSX/ROOMLOAD.C,77,DEL_CDFS_Read,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
138,de919274685f,S_LoadLevelFile,SPEC_PSX,SPEC_PSX/ROOMLOAD.C,79,FILE_Length,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
139,de919274685f,S_LoadLevelFile,SPEC_PSX,SPEC_PSX/ROOMLOAD.C,80,PCopen,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
140,de919274685f,S_LoadLevelFile,SPEC_PSX,SPEC_PSX/ROOMLOAD.C,81,FILE_Read,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
141,de919274685f,S_LoadLevelFile,SPEC_PSX,SPEC_PSX/ROOMLOAD.C,83,PCclose,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
142,de919274685f,S_LoadLevelFile,SPEC_PSX,SPEC_PSX/ROOMLOAD.C,92,RelocateModule,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
143,de919274685f,S_LoadLevelFile,SPEC_PSX,SPEC_PSX/ROOMLOAD.C,99,LoadLevel,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
144,de919274685f,S_LoadLevelFile,SPEC_PSX,SPEC_PSX/ROOMLOAD.C,102,strcpy,text-ui-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
145,de919274685f,S_LoadLevelFile,SPEC_PSX,SPEC_PSX/ROOMLOAD.C,103,strcat,text-ui-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
146,de919274685f,S_LoadLevelFile,SPEC_PSX,SPEC_PSX/ROOMLOAD.C,105,FILE_Length,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
147,de919274685f,S_LoadLevelFile,SPEC_PSX,SPEC_PSX/ROOMLOAD.C,108,PCopen,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
148,de919274685f,S_LoadLevelFile,SPEC_PSX,SPEC_PSX/ROOMLOAD.C,110,LoadLevel,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
149,de919274685f,S_LoadLevelFile,SPEC_PSX,SPEC_PSX/ROOMLOAD.C,110,PCopen,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
150,de919274685f,S_LoadLevelFile,SPEC_PSX,SPEC_PSX/ROOMLOAD.C,114,LOAD_Stop,level-load-service-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
