rank,candidate_id,caller_symbol,source_module,source_file,source_line,callee_symbol,callsite_family,function_status,candidate_level_proof,ready_to_reopen_domain,source_patch_authorized,blocker_class
42,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1292,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
43,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1293,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
44,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1294,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
45,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1307,GetActorJointAbsPosition,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
46,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1307,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
47,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1309,GetFreeSpark,effect-state-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
48,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1317,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
49,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1333,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
50,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1334,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
51,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1335,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
52,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1343,TriggerFireFlame,effects-lighting-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
53,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1346,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
54,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1348,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
55,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1350,TriggerLightning,effects-lighting-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
56,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1350,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
57,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1351,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
58,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1351,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
59,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1364,GetLaraJointPos,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
60,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1368,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
61,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1369,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
62,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1370,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
63,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1372,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
64,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1373,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
65,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1375,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
66,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1378,handle_lara_chatting,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
67,f5d0099b5511,joby8_control,GAME,GAME/DELTAPAK.C,1379,handle_actor_chatting,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
68,f5d0099b5511,monk2_control,GAME,GAME/DELTAPAK.C,769,GetActorJointAbsPosition,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
69,f5d0099b5511,monk2_control,GAME,GAME/DELTAPAK.C,771,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
70,f5d0099b5511,monk2_control,GAME,GAME/DELTAPAK.C,772,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
71,f5d0099b5511,monk2_control,GAME,GAME/DELTAPAK.C,772,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
72,f5d0099b5511,monk2_control,GAME,GAME/DELTAPAK.C,772,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
73,f5d0099b5511,trigger_weapon_dynamics,GAME,GAME/DELTAPAK.C,3403,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
74,f5d0099b5511,trigger_weapon_dynamics,GAME,GAME/DELTAPAK.C,3404,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
75,f5d0099b5511,trigger_weapon_dynamics,GAME,GAME/DELTAPAK.C,3405,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
76,f5d0099b5511,trigger_weapon_dynamics,GAME,GAME/DELTAPAK.C,3406,GetLaraJointPos,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
77,f5d0099b5511,trigger_weapon_dynamics,GAME,GAME/DELTAPAK.C,3407,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
78,f5d0099b5511,trigger_weapon_dynamics,GAME,GAME/DELTAPAK.C,3408,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
79,f5d0099b5511,trigger_weapon_dynamics,GAME,GAME/DELTAPAK.C,3409,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
80,f5d0099b5511,trigger_weapon_dynamics,GAME,GAME/DELTAPAK.C,3410,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
81,f5d0099b5511,DoFlameTorch,GAME,GAME/FLMTORCH.C,56,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
82,f5d0099b5511,FlameTorchControl,GAME,GAME/FLMTORCH.C,32,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
83,f5d0099b5511,DoFlareLight,GAME,GAME/LARAFLAR.C,184,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
84,f5d0099b5511,DoFlareLight,GAME,GAME/LARAFLAR.C,198,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
85,f5d0099b5511,DoFlareLight,GAME,GAME/LARAFLAR.C,209,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
86,f5d0099b5511,DoFlareLight,GAME,GAME/LARAFLAR.C,220,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
87,f5d0099b5511,DoFlareLight,GAME,GAME/LARAFLAR.C,227,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
88,f5d0099b5511,DoFlareLight,GAME,GAME/LARAFLAR.C,228,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
89,f5d0099b5511,DoFlareLight,GAME,GAME/LARAFLAR.C,229,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
90,f5d0099b5511,DoFlareLight,GAME,GAME/LARAFLAR.C,231,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
91,f5d0099b5511,DoFlareLight,GAME,GAME/LARAFLAR.C,236,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
92,f5d0099b5511,DoFlareLight,GAME,GAME/LARAFLAR.C,238,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
93,f5d0099b5511,DoFlareLight,GAME,GAME/LARAFLAR.C,239,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
94,f5d0099b5511,DoFlareLight,GAME,GAME/LARAFLAR.C,240,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
95,f5d0099b5511,DoFlareLight,GAME,GAME/LARAFLAR.C,242,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
96,f5d0099b5511,lara_as_swimcheat,GAME,GAME/LARASWIM.C,391,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
97,f5d0099b5511,ControlBlinker,GAME,GAME/OBJLIGHT.C,119,TriggerActive,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
98,f5d0099b5511,ControlBlinker,GAME,GAME/OBJLIGHT.C,127,GetJointAbsPosition,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
99,f5d0099b5511,ControlBlinker,GAME,GAME/OBJLIGHT.C,133,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
100,f5d0099b5511,ControlColouredLight,GAME,GAME/OBJLIGHT.C,94,TriggerActive,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
101,f5d0099b5511,ControlColouredLight,GAME,GAME/OBJLIGHT.C,101,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
102,f5d0099b5511,ControlElectricalLight,GAME,GAME/OBJLIGHT.C,106,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
103,f5d0099b5511,ControlPulseLight,GAME,GAME/OBJLIGHT.C,67,TriggerActive,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
104,f5d0099b5511,ControlPulseLight,GAME,GAME/OBJLIGHT.C,82,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
105,f5d0099b5511,ControlStrobeLight,GAME,GAME/OBJLIGHT.C,34,TriggerActive,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
106,f5d0099b5511,ControlStrobeLight,GAME,GAME/OBJLIGHT.C,49,TriggerAlertLight,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
107,f5d0099b5511,ControlStrobeLight,GAME,GAME/OBJLIGHT.C,54,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
108,f5d0099b5511,TriggerAlertLight,GAME,GAME/OBJLIGHT.C,19,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
109,f5d0099b5511,FlameControl,GAME,GAME/TRAPS.C,396,GetLaraJointPos,joint-position-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
110,f5d0099b5511,FlameControl,GAME,GAME/TRAPS.C,404,TriggerFireFlame,effects-lighting-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
111,f5d0099b5511,FlameControl,GAME,GAME/TRAPS.C,410,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
112,f5d0099b5511,FlameControl,GAME,GAME/TRAPS.C,411,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
113,f5d0099b5511,FlameControl,GAME,GAME/TRAPS.C,415,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
114,f5d0099b5511,FlameControl,GAME,GAME/TRAPS.C,419,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
115,f5d0099b5511,FlameControl,GAME,GAME/TRAPS.C,423,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
116,f5d0099b5511,FlameControl,GAME,GAME/TRAPS.C,428,EffectNewRoom,room-floor-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
117,f5d0099b5511,FlameControl,GAME,GAME/TRAPS.C,430,GetWaterHeight,room-floor-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
118,f5d0099b5511,FlameControl,GAME,GAME/TRAPS.C,434,SoundEffect,effect-state-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
119,f5d0099b5511,FlameControl,GAME,GAME/TRAPS.C,441,KillEffect,effect-state-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
120,f5d0099b5511,FlameEmitter2Control,GAME,GAME/TRAPS.C,327,TriggerActive,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
121,f5d0099b5511,FlameEmitter2Control,GAME,GAME/TRAPS.C,335,FlipMap,effect-state-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
122,f5d0099b5511,FlameEmitter2Control,GAME,GAME/TRAPS.C,353,AddFire,effect-state-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
123,f5d0099b5511,FlameEmitter2Control,GAME,GAME/TRAPS.C,355,AddFire,effect-state-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
124,f5d0099b5511,FlameEmitter2Control,GAME,GAME/TRAPS.C,360,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
125,f5d0099b5511,FlameEmitter2Control,GAME,GAME/TRAPS.C,361,GetRandomControl,control-flow-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
126,f5d0099b5511,FlameEmitter2Control,GAME,GAME/TRAPS.C,369,TriggerDynamic,dynamic-light-trigger,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
127,f5d0099b5511,FlameEmitter2Control,GAME,GAME/TRAPS.C,372,SoundEffect,effect-state-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
128,f5d0099b5511,FlameEmitter3Control,GAME,GAME/TRAPS.C,379,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
129,f5d0099b5511,FlameEmitterControl,GAME,GAME/TRAPS.C,319,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
