rank,candidate_id,caller_symbol,source_module,source_file,source_line,callee_symbol,callsite_family,function_status,candidate_level_proof,ready_to_reopen_domain,source_patch_authorized,blocker_class
25,8d1fc6fc3cfc,CrowDoveSwitchControl,GAME,GAME/SWITCH.C,139,SoundEffect,effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
26,8d1fc6fc3cfc,CrowDoveSwitchControl,GAME,GAME/SWITCH.C,141,RemoveActiveItem,effect-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
27,8d1fc6fc3cfc,CrowDoveSwitchControl,GAME,GAME/SWITCH.C,152,AnimateItem,animation-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
28,8d1fc6fc3cfc,CrowbarSwitchCollision,GAME,GAME/SWITCH.C,187,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
29,8d1fc6fc3cfc,FullBlockSwitchCollision,GAME,GAME/SWITCH.C,175,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
30,8d1fc6fc3cfc,FullBlockSwitchControl,GAME,GAME/SWITCH.C,181,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
31,8d1fc6fc3cfc,RailSwitchCollision,GAME,GAME/SWITCH.C,199,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
32,8d1fc6fc3cfc,SwitchCollision,GAME,GAME/SWITCH.C,348,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
33,8d1fc6fc3cfc,SwitchCollision2,GAME,GAME/SWITCH.C,342,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
34,8d1fc6fc3cfc,SwitchControl,GAME,GAME/SWITCH.C,354,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
35,8d1fc6fc3cfc,TurnSwitchControl,GAME,GAME/SWITCH.C,324,UNIMPLEMENTED,stub-marker,stub-unimplemented,no,no,no,source-backed-callsite-needs-readiness-gate
36,8d1fc6fc3cfc,TrapDoorControl,GAME,GAME/TRAPS.C,173,TriggerActive,trigger-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
37,8d1fc6fc3cfc,TrapDoorControl,GAME,GAME/TRAPS.C,200,AnimateItem,animation-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
38,8d1fc6fc3cfc,TrapDoorControl,GAME,GAME/TRAPS.C,204,OpenTrapDoor,door-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
39,8d1fc6fc3cfc,TrapDoorControl,GAME,GAME/TRAPS.C,208,CloseTrapDoor,door-helper,source-with-calls,no,no,no,source-backed-callsite-needs-readiness-gate
