proof_csv_file,row_number,normalized_class,blocker_fingerprint
docs/reverse/generated/re077-gameflow-runtime-proof-first-audit.csv,8,backlog-context-not-selected,22637bcab48097dd
docs/reverse/generated/re077-gameflow-runtime-proof-first-audit.csv,9,backlog-context-not-selected,22637bcab48097dd
docs/reverse/generated/re077-gameflow-runtime-proof-first-audit.csv,10,backlog-context-not-selected,22637bcab48097dd
docs/reverse/generated/re077-gameflow-runtime-proof-first-audit.csv,11,backlog-context-not-selected,22637bcab48097dd
docs/reverse/generated/re077-gameflow-runtime-proof-first-audit.csv,12,backlog-context-not-selected,22637bcab48097dd
docs/reverse/generated/re077-gameflow-runtime-proof-first-audit.csv,13,backlog-context-not-selected,22637bcab48097dd
docs/reverse/generated/re085-object-runtime-control-proof-first-audit.csv,2,proof-evidence-missing,985ddc5b94fb4783
docs/reverse/generated/re085-object-runtime-control-proof-first-audit.csv,3,state-contract-and-symbolic-equivalence-missing,e25a67d927c6bcc9
docs/reverse/generated/re085-object-runtime-control-proof-first-audit.csv,4,state-contract-and-symbolic-equivalence-missing,7f22a0cf2c93e606
docs/reverse/generated/re085-object-runtime-control-proof-first-audit.csv,5,state-contract-and-symbolic-equivalence-missing,693c689e8f55537b
docs/reverse/generated/re085-object-runtime-control-proof-first-audit.csv,6,state-contract-and-symbolic-equivalence-missing,7f22a0cf2c93e606
docs/reverse/generated/re093-dynamic-light-control-proof-first-audit.csv,2,state-contract-and-symbolic-equivalence-missing,262a1b9559eb90e0
docs/reverse/generated/re093-dynamic-light-control-proof-first-audit.csv,3,state-contract-and-symbolic-equivalence-missing,262a1b9559eb90e0
docs/reverse/generated/re101-pickup-search-control-proof-first-audit.csv,2,state-contract-and-symbolic-equivalence-missing,5b07bb171986507b
docs/reverse/generated/re109-scripted-runtime-control-proof-first-audit.csv,2,state-contract-and-symbolic-equivalence-missing,d041f479b77e6da9
docs/reverse/generated/re109-scripted-runtime-control-proof-first-audit.csv,3,state-contract-and-symbolic-equivalence-missing,d041f479b77e6da9
docs/reverse/generated/re117-lara-runtime-control-proof-first-audit.csv,2,state-contract-and-symbolic-equivalence-missing,94b2e166e6a8f4c5
docs/reverse/generated/re125-runtime-support-mixed-proof-first-audit.csv,2,state-contract-and-symbolic-equivalence-missing,9ff1e5033d28c3c6
docs/reverse/generated/re133-gameplay-mixed-proof-first-audit.csv,2,state-contract-and-symbolic-equivalence-missing,eac52399218d4a2c
docs/reverse/generated/re133-gameplay-mixed-proof-first-audit.csv,3,state-contract-and-symbolic-equivalence-missing,eac52399218d4a2c
docs/reverse/generated/re133-gameplay-mixed-proof-first-audit.csv,4,state-contract-and-symbolic-equivalence-missing,eac52399218d4a2c
docs/reverse/generated/re133-gameplay-mixed-proof-first-audit.csv,5,state-contract-and-symbolic-equivalence-missing,eac52399218d4a2c
docs/reverse/generated/re133-gameplay-mixed-proof-first-audit.csv,6,state-contract-and-symbolic-equivalence-missing,eac52399218d4a2c
docs/reverse/generated/re133-gameplay-mixed-proof-first-audit.csv,7,state-contract-and-symbolic-equivalence-missing,eac52399218d4a2c
docs/reverse/generated/re133-gameplay-mixed-proof-first-audit.csv,8,state-contract-and-symbolic-equivalence-missing,eac52399218d4a2c
docs/reverse/generated/re133-gameplay-mixed-proof-first-audit.csv,9,state-contract-and-symbolic-equivalence-missing,eac52399218d4a2c
docs/reverse/generated/re133-gameplay-mixed-proof-first-audit.csv,10,state-contract-and-symbolic-equivalence-missing,eac52399218d4a2c
docs/reverse/generated/re133-gameplay-mixed-proof-first-audit.csv,11,state-contract-and-symbolic-equivalence-missing,eac52399218d4a2c
docs/reverse/generated/re133-gameplay-mixed-proof-first-audit.csv,12,state-contract-and-symbolic-equivalence-missing,eac52399218d4a2c
docs/reverse/generated/re141-object-interaction-proof-first-audit.csv,2,state-contract-and-symbolic-equivalence-missing,efbbd69619469340
docs/reverse/generated/re141-object-interaction-proof-first-audit.csv,3,state-contract-and-symbolic-equivalence-missing,efbbd69619469340
docs/reverse/generated/re141-object-interaction-proof-first-audit.csv,4,state-contract-and-symbolic-equivalence-missing,efbbd69619469340
docs/reverse/generated/re141-object-interaction-proof-first-audit.csv,5,state-contract-and-symbolic-equivalence-missing,efbbd69619469340
docs/reverse/generated/re141-object-interaction-proof-first-audit.csv,6,state-contract-and-symbolic-equivalence-missing,efbbd69619469340
docs/reverse/generated/re141-object-interaction-proof-first-audit.csv,7,state-contract-and-symbolic-equivalence-missing,efbbd69619469340
docs/reverse/generated/re149-item-lighting-interaction-proof-first-audit.csv,2,state-contract-and-symbolic-equivalence-missing,25d5b7792c724dfb
docs/reverse/generated/re149-item-lighting-interaction-proof-first-audit.csv,3,state-contract-and-symbolic-equivalence-missing,25d5b7792c724dfb
docs/reverse/generated/re157-ui-text-support-proof-first-audit.csv,2,marker-behavior-proof-needed,17fe88376c475cb8
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,2,non-raw-equivalence-proof-missing,4aa3ca20419ccd0d
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,3,marker-behavior-proof-needed,7c1e1b622c32be4d
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,4,backlog-context-not-selected,6947cae66447e185
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,5,backlog-context-not-selected,6947cae66447e185
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,6,marker-behavior-proof-needed,7c1e1b622c32be4d
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,7,backlog-context-not-selected,6947cae66447e185
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,8,marker-behavior-proof-needed,7c1e1b622c32be4d
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,9,marker-behavior-proof-needed,7c1e1b622c32be4d
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,10,backlog-context-not-selected,6947cae66447e185
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,11,marker-behavior-proof-needed,7c1e1b622c32be4d
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,12,marker-behavior-proof-needed,7c1e1b622c32be4d
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,13,backlog-context-not-selected,6947cae66447e185
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,14,backlog-context-not-selected,69ab4a832e1fb5ce
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,15,marker-behavior-proof-needed,7c1e1b622c32be4d
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,16,backlog-context-not-selected,6947cae66447e185
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,17,backlog-context-not-selected,6947cae66447e185
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,18,backlog-context-not-selected,6947cae66447e185
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,19,backlog-context-not-selected,6947cae66447e185
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,20,backlog-context-not-selected,6947cae66447e185
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,21,backlog-context-not-selected,6947cae66447e185
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,22,backlog-context-not-selected,6947cae66447e185
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,23,backlog-context-not-selected,6947cae66447e185
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,24,backlog-context-not-selected,6947cae66447e185
docs/reverse/generated/re163-module-spec-psxpc-n-proof-first-audit.csv,25,backlog-context-not-selected,6947cae66447e185
docs/reverse/generated/re171-geometry-support-proof-first-audit.csv,2,proof-evidence-missing,c4ff3187ef650979
docs/reverse/generated/re171-geometry-support-proof-first-audit.csv,3,proof-evidence-missing,c4ff3187ef650979
docs/reverse/generated/re171-geometry-support-proof-first-audit.csv,4,proof-evidence-missing,c4ff3187ef650979
docs/reverse/generated/re171-geometry-support-proof-first-audit.csv,5,proof-evidence-missing,c4ff3187ef650979
docs/reverse/generated/re171-geometry-support-proof-first-audit.csv,6,proof-evidence-missing,c4ff3187ef650979
docs/reverse/generated/re171-geometry-support-proof-first-audit.csv,7,proof-evidence-missing,c4ff3187ef650979
docs/reverse/generated/re171-geometry-support-proof-first-audit.csv,8,proof-evidence-missing,c4ff3187ef650979
docs/reverse/generated/re178-frontend-sequence-proof-first-audit.csv,2,proof-evidence-missing,03e8565ced801537
docs/reverse/generated/re178-frontend-sequence-proof-first-audit.csv,3,proof-evidence-missing,03e8565ced801537
docs/reverse/generated/re185-frontend-loadsave-proof-first-audit.csv,2,proof-evidence-missing,213e424f228fea5a
docs/reverse/generated/re185-frontend-loadsave-proof-first-audit.csv,3,proof-evidence-missing,213e424f228fea5a
docs/reverse/generated/re185-frontend-loadsave-proof-first-audit.csv,4,proof-evidence-missing,213e424f228fea5a
docs/reverse/generated/re192-platform-gpu-display-proof-first-audit.csv,2,proof-evidence-missing,d1edec8e646e60e3
docs/reverse/generated/re192-platform-gpu-display-proof-first-audit.csv,3,proof-evidence-missing,d1edec8e646e60e3
docs/reverse/generated/re192-platform-gpu-display-proof-first-audit.csv,4,proof-evidence-missing,d1edec8e646e60e3
docs/reverse/generated/re192-platform-gpu-display-proof-first-audit.csv,5,proof-evidence-missing,d1edec8e646e60e3
docs/reverse/generated/re199-platform-memory-proof-first-audit.csv,2,proof-evidence-missing,f60ddc9e918a4a4f
docs/reverse/generated/re199-platform-memory-proof-first-audit.csv,3,proof-evidence-missing,f60ddc9e918a4a4f
docs/reverse/generated/re199-platform-memory-proof-first-audit.csv,4,proof-evidence-missing,f60ddc9e918a4a4f
docs/reverse/generated/re206-platform-main-lifecycle-proof-first-audit.csv,2,proof-evidence-missing,82b500e4bea174c2
docs/reverse/generated/re206-platform-main-lifecycle-proof-first-audit.csv,3,proof-evidence-missing,82b500e4bea174c2
docs/reverse/generated/re206-platform-main-lifecycle-proof-first-audit.csv,4,proof-evidence-missing,82b500e4bea174c2
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,2,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,3,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,4,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,5,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,6,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,7,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,8,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,9,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,10,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,11,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,12,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,13,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,14,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,15,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,16,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,17,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,18,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,19,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,20,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,21,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,22,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,23,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,24,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,25,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,26,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,27,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,28,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,29,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,30,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,31,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,32,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,33,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,34,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,35,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,36,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,37,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,38,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,39,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,40,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,41,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,42,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,43,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,44,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,45,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,46,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,47,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,48,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,49,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,50,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,51,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,52,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,53,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,54,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,55,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,56,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,57,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,58,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,59,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,60,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,61,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,62,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,63,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,64,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,65,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,66,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,67,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,68,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,69,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,70,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,71,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,72,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,73,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,74,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,75,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,76,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,77,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,78,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,79,source-contract-and-non-raw-equivalence-missing,445d48855a347463
docs/reverse/generated/re214-maths-render-support-proof-first-audit.csv,80,source-contract-and-non-raw-equivalence-missing,445d48855a347463
