caller,callee,caller_file,callee_file,line,source_line_text,relationship,state_surface,proof_status,patch_ready,blocker
DEL_CalcLaraMatrices_Interpolated_ASM,InterpolateMatrix_CL,SPEC_PSXPC_N/CALCLARA.C,SPEC_PSXPC_N/CALCLARA.C,1791,source-line-contains-callee-call,source-backed-callsite,gte-matrix-registers;interpolated-matrix-buffer,source-callsite-mapped-only,no,missing-non-raw-binary-equivalence-proof
DEL_CalcLaraMatrices_Interpolated_ASM,InterpolateMatrix_CL,SPEC_PSXPC_N/CALCLARA.C,SPEC_PSXPC_N/CALCLARA.C,1795,source-line-contains-callee-call,source-backed-callsite,gte-matrix-registers;interpolated-matrix-buffer,source-callsite-mapped-only,no,missing-non-raw-binary-equivalence-proof
DEL_CalcLaraMatrices_Interpolated_ASM,InterpolateMatrix_CL,SPEC_PSXPC_N/CALCLARA.C,SPEC_PSXPC_N/CALCLARA.C,1800,source-line-contains-callee-call,source-backed-callsite,gte-matrix-registers;interpolated-matrix-buffer,source-callsite-mapped-only,no,missing-non-raw-binary-equivalence-proof
DEL_CalcLaraMatrices_Interpolated_ASM,InterpolateMatrix_CL,SPEC_PSXPC_N/CALCLARA.C,SPEC_PSXPC_N/CALCLARA.C,1804,source-line-contains-callee-call,source-backed-callsite,gte-matrix-registers;interpolated-matrix-buffer,source-callsite-mapped-only,no,missing-non-raw-binary-equivalence-proof
DEL_CalcLaraMatrices_Interpolated_ASM,InterpolateMatrix_CL,SPEC_PSXPC_N/CALCLARA.C,SPEC_PSXPC_N/CALCLARA.C,1808,source-line-contains-callee-call,source-backed-callsite,gte-matrix-registers;interpolated-matrix-buffer,source-callsite-mapped-only,no,missing-non-raw-binary-equivalence-proof
DEL_CalcLaraMatrices_Interpolated_ASM,InterpolateMatrix_CL,SPEC_PSXPC_N/CALCLARA.C,SPEC_PSXPC_N/CALCLARA.C,1864,source-line-contains-callee-call,source-backed-callsite,gte-matrix-registers;interpolated-matrix-buffer,source-callsite-mapped-only,no,missing-non-raw-binary-equivalence-proof
DEL_CalcLaraMatrices_Interpolated_ASM,InterpolateMatrix_CL,SPEC_PSXPC_N/CALCLARA.C,SPEC_PSXPC_N/CALCLARA.C,1868,source-line-contains-callee-call,source-backed-callsite,gte-matrix-registers;interpolated-matrix-buffer,source-callsite-mapped-only,no,missing-non-raw-binary-equivalence-proof
GetBoundsAccurate,GetFrames_CL,SPEC_PSXPC_N/CALCLARA.C,SPEC_PSXPC_N/CALCLARA.C,1922,source-line-contains-callee-call,source-backed-callsite,animation-table;frame-pointer-pair;interpolation-count,source-callsite-mapped-only,no,missing-non-raw-binary-equivalence-proof
GetBestFrame,GetFrames_CL,SPEC_PSXPC_N/CALCLARA.C,SPEC_PSXPC_N/CALCLARA.C,2174,source-line-contains-callee-call,source-backed-callsite,animation-table;frame-pointer-pair;interpolation-count,source-callsite-mapped-only,no,missing-non-raw-binary-equivalence-proof
HairControl,GetBestFrame,SPEC_PSXPC_N/CALCHAIR.C,SPEC_PSXPC_N/CALCLARA.C,597,source-line-contains-callee-call,source-backed-callsite,animation-frame;bounds-selection;frame-pointer,source-callsite-mapped-only,no,missing-non-raw-binary-equivalence-proof
AnimateLara,GetChange,SPEC_PSXPC_N/CONTROL_S.C,SPEC_PSXPC_N/CONTROL_S.C,94,source-line-contains-callee-call,source-backed-callsite,change-table;range-table;goal-state,source-callsite-mapped-only,no,missing-non-raw-binary-equivalence-proof
DecodeAnim,DecodeTrack,SPEC_PSXPC_N/DELTAPAK_S.C,SPEC_PSXPC_N/DELTAPAK_S.C,436,source-line-contains-callee-call,source-backed-callsite,decode-counter;decode-type;track-offset,source-callsite-mapped-only,no,missing-non-raw-binary-equivalence-proof
DecodeAnim,DecodeTrack,SPEC_PSXPC_N/DELTAPAK_S.C,SPEC_PSXPC_N/DELTAPAK_S.C,437,source-line-contains-callee-call,source-backed-callsite,decode-counter;decode-type;track-offset,source-callsite-mapped-only,no,missing-non-raw-binary-equivalence-proof
DecodeAnim,DecodeTrack,SPEC_PSXPC_N/DELTAPAK_S.C,SPEC_PSXPC_N/DELTAPAK_S.C,438,source-line-contains-callee-call,source-backed-callsite,decode-counter;decode-type;track-offset,source-callsite-mapped-only,no,missing-non-raw-binary-equivalence-proof
DecodeAnim,DecodeTrack,SPEC_PSXPC_N/DELTAPAK_S.C,SPEC_PSXPC_N/DELTAPAK_S.C,450,source-line-contains-callee-call,source-backed-callsite,decode-counter;decode-type;track-offset,source-callsite-mapped-only,no,missing-non-raw-binary-equivalence-proof
DecodeAnim,DecodeTrack,SPEC_PSXPC_N/DELTAPAK_S.C,SPEC_PSXPC_N/DELTAPAK_S.C,451,source-line-contains-callee-call,source-backed-callsite,decode-counter;decode-type;track-offset,source-callsite-mapped-only,no,missing-non-raw-binary-equivalence-proof
DecodeAnim,DecodeTrack,SPEC_PSXPC_N/DELTAPAK_S.C,SPEC_PSXPC_N/DELTAPAK_S.C,452,source-line-contains-callee-call,source-backed-callsite,decode-counter;decode-type;track-offset,source-callsite-mapped-only,no,missing-non-raw-binary-equivalence-proof
